order_value,customer_orders,customer_returns,discount_percent,delivery_distance_km,product_category,payment_method,days_since_last_order,returned
683.35,49,19,9,17.3,Footwear,UPI,66,1
2836.97,29,4,9,20.4,Electronics,UPI,57,0
1592.12,43,2,43,16.1,Electronics,COD,42,1
1521.3,22,1,53,7.6,Electronics,COD,54,1
508.37,26,10,54,13.0,Books,Credit Card,85,0
1929.26,28,2,17,8.8,Home,Credit Card,42,0
696.2,21,1,46,5.8,Electronics,UPI,66,0
1333.76,49,2,54,9.6,Footwear,Credit Card,70,0
3149.16,7,2,22,40.9,Footwear,UPI,11,1
1889.93,17,1,17,4.7,Electronics,COD,67,1
1679.47,20,2,34,5.2,Clothing,UPI,11,0
1087.21,41,8,2,8.3,Home,UPI,4,0
1232.4,49,12,0,16.9,Electronics,Credit Card,79,0
5484.9,20,5,16,1.8,Books,UPI,90,1
3120.71,22,3,41,14.9,Footwear,Credit Card,79,0
1308.36,28,4,58,5.7,Electronics,COD,49,0
1679.3,40,8,5,14.1,Books,Credit Card,22,0
2149.81,49,2,56,10.8,Electronics,COD,37,1
2456.91,7,1,56,6.9,Books,UPI,10,1
1777.53,1,0,10,2.7,Clothing,UPI,20,0
523.6,32,5,13,17.3,Footwear,COD,73,1
1768.64,13,1,48,8.1,Home,UPI,50,1
1694.69,30,1,27,6.9,Clothing,Debit Card,31,0
7632.03,23,3,38,4.9,Clothing,Credit Card,44,1
11899.21,19,10,53,11.5,Footwear,Credit Card,31,1
2834.2,32,3,35,17.0,Footwear,Debit Card,75,1
1125.53,30,3,10,8.8,Clothing,Debit Card,41,0
2908.26,29,10,50,4.9,Books,COD,4,1
550.63,49,3,40,19.8,Home,UPI,14,0
1245.29,45,6,57,3.7,Clothing,Debit Card,46,0
579.13,29,7,52,7.7,Footwear,UPI,54,0
2658.15,30,8,39,18.1,Clothing,Debit Card,89,0
774.74,16,6,51,7.2,Books,UPI,87,0
1478.98,40,11,3,2.5,Clothing,Credit Card,33,1
1753.04,19,6,47,10.3,Electronics,UPI,30,0
1771.8,18,1,5,20.2,Electronics,UPI,9,0
1298.53,1,0,37,5.7,Books,Debit Card,38,0
2288.61,14,3,18,6.3,Clothing,UPI,89,1
751.47,47,11,30,17.2,Clothing,Debit Card,82,1
6108.86,2,1,1,0.4,Clothing,Credit Card,43,1
876.69,28,3,42,20.6,Clothing,UPI,7,1
1858.99,49,6,24,5.4,Clothing,UPI,88,1
2800.28,30,13,49,1.9,Footwear,COD,40,0
2915.81,38,4,40,7.5,Electronics,COD,85,0
3111.16,4,1,59,13.5,Footwear,UPI,62,0
592.92,1,0,47,6.9,Clothing,UPI,55,1
951.3,8,1,10,3.2,Footwear,UPI,35,0
1988.43,29,2,45,17.0,Clothing,Debit Card,43,0
2532.13,39,3,39,7.9,Footwear,Debit Card,11,0
4358.96,3,1,58,1.8,Electronics,UPI,2,0
1261.66,32,4,44,11.5,Clothing,UPI,79,0
959.59,10,1,41,2.5,Clothing,Debit Card,79,0
1233.02,10,1,54,27.0,Clothing,Credit Card,5,0
8792.04,19,8,43,9.4,Clothing,Debit Card,40,0
5168.3,46,11,20,4.5,Footwear,UPI,80,1
1605.77,34,8,60,4.4,Footwear,Debit Card,46,0
4444.23,33,5,2,9.1,Clothing,Credit Card,21,0
1211.07,23,4,1,23.0,Electronics,Credit Card,9,0
3526.86,28,10,10,5.3,Footwear,Credit Card,71,1
688.67,32,9,23,7.1,Books,Credit Card,27,0
2320.51,7,3,49,11.3,Electronics,Credit Card,17,0
3690.91,29,5,23,7.2,Electronics,UPI,66,0
1438.5,8,1,20,2.4,Clothing,COD,26,1
2777.73,1,0,24,9.2,Clothing,COD,72,1
1220.37,3,0,3,5.2,Clothing,Credit Card,45,0
2236.08,24,4,39,6.9,Home,UPI,55,1
1290.67,23,4,60,25.2,Clothing,UPI,40,0
3207.98,8,2,42,7.2,Clothing,COD,16,1
746.16,47,12,46,0.9,Books,COD,84,0
888.33,37,6,22,6.7,Electronics,UPI,32,0
4509.75,3,1,59,8.1,Electronics,Debit Card,35,0
323.23,33,3,23,13.3,Clothing,Credit Card,64,0
1154.35,28,12,20,10.2,Electronics,UPI,64,1
1636.87,47,23,1,10.1,Home,Credit Card,15,1
2314.86,8,1,22,10.8,Clothing,Debit Card,42,0
1294.05,34,6,50,14.7,Home,UPI,50,0
822.19,35,3,14,2.4,Home,UPI,32,0
4265.85,32,11,60,31.4,Clothing,UPI,30,1
3779.25,24,11,57,6.4,Footwear,COD,83,1
1386.44,14,2,25,3.5,Footwear,Credit Card,24,0
516.22,32,10,25,11.5,Books,Credit Card,66,0
2240.19,46,10,27,7.0,Electronics,Debit Card,21,0
2053.34,43,5,58,16.1,Clothing,COD,42,1
1133.49,16,2,25,5.4,Books,UPI,80,1
460.11,4,1,44,17.6,Clothing,UPI,58,1
1495.05,37,14,1,3.5,Electronics,UPI,2,0
3092.05,21,9,34,27.2,Footwear,COD,16,1
3435.84,14,4,31,8.4,Clothing,Credit Card,7,1
1752.98,31,2,29,22.4,Clothing,Debit Card,55,1
1168.61,48,13,45,3.0,Home,UPI,15,1
3023.36,18,7,19,14.2,Footwear,Credit Card,23,1
815.74,7,0,57,14.0,Footwear,UPI,69,0
700.4,10,1,12,7.4,Clothing,Credit Card,1,0
1699.48,7,2,26,1.0,Home,UPI,69,0
5337.5,33,11,22,14.3,Home,Credit Card,13,1
5479.49,23,8,57,6.6,Clothing,Debit Card,26,1
718.78,21,2,15,20.0,Clothing,COD,52,0
1331.31,19,4,30,16.5,Home,UPI,13,0
9934.08,48,6,11,19.9,Clothing,Debit Card,55,1
1116.67,19,2,32,12.6,Clothing,COD,29,1
5618.49,36,6,37,9.3,Clothing,UPI,18,0
3580.32,29,12,44,22.9,Electronics,Credit Card,2,1
4161.37,18,5,31,39.1,Clothing,Credit Card,27,0
1323.32,2,0,53,8.7,Home,UPI,50,0
1351.02,1,0,55,19.7,Clothing,UPI,42,1
955.82,47,8,1,5.0,Clothing,UPI,67,1
3162.7,5,1,49,3.4,Electronics,Credit Card,10,1
575.04,20,5,48,5.0,Electronics,UPI,9,1
1612.63,11,2,50,4.7,Electronics,UPI,3,0
5676.73,42,2,22,14.6,Electronics,Debit Card,86,0
2741.27,2,0,31,5.9,Clothing,UPI,38,0
3647.68,3,0,14,3.6,Clothing,UPI,75,0
572.02,23,3,39,3.7,Clothing,UPI,70,1
901.57,12,6,54,12.4,Books,COD,69,1
4141.9,20,3,40,14.6,Clothing,UPI,30,1
1974.46,5,0,39,13.1,Home,UPI,14,0
873.28,37,13,7,14.2,Clothing,UPI,2,0
2803.07,38,13,42,6.6,Clothing,UPI,8,1
1244.52,30,4,49,30.7,Footwear,Credit Card,74,1
10681.74,9,2,48,6.7,Electronics,COD,85,1
2749.91,34,5,21,5.6,Electronics,Credit Card,83,0
947.83,44,6,54,14.3,Electronics,Credit Card,18,0
3349.99,35,14,37,6.5,Clothing,UPI,71,0
5598.97,22,3,54,5.5,Footwear,UPI,13,0
1800.52,44,4,55,7.0,Footwear,UPI,46,1
1056.21,24,5,33,10.0,Clothing,Debit Card,54,1
1865.02,17,3,0,17.6,Clothing,Credit Card,12,0
1177.37,10,1,9,1.8,Home,UPI,40,1
1508.97,30,2,39,17.7,Electronics,UPI,88,1
683.9,46,16,15,2.4,Footwear,UPI,82,1
3336.41,23,4,23,2.7,Books,Debit Card,38,0
808.76,32,3,45,10.4,Clothing,Credit Card,12,1
2767.54,17,4,23,1.9,Electronics,Debit Card,67,0
1461.37,17,9,47,5.4,Books,Credit Card,25,1
2113.35,14,2,13,16.3,Clothing,UPI,35,0
1296.87,9,1,25,14.3,Clothing,COD,16,0
2074.24,40,8,38,17.6,Clothing,UPI,45,0
2447.58,2,0,17,5.1,Clothing,UPI,13,0
1414.31,45,13,19,6.8,Books,Debit Card,24,0
538.79,25,7,40,2.5,Electronics,UPI,76,0
2289.09,39,3,55,7.0,Clothing,Credit Card,2,1
2376.97,9,4,35,2.6,Footwear,COD,90,1
663.2,22,5,23,40.0,Clothing,Credit Card,10,1
909.82,43,13,25,11.7,Footwear,UPI,19,1
1417.35,46,13,28,9.9,Books,Credit Card,86,1
362.71,4,1,47,4.8,Books,Debit Card,24,0
2967.68,26,8,21,4.5,Clothing,Credit Card,90,0
1284.13,29,2,10,6.0,Footwear,Credit Card,61,0
2212.77,45,2,40,10.8,Electronics,COD,5,0
859.55,34,3,48,3.4,Clothing,COD,80,0
7422.28,23,2,53,2.5,Electronics,Credit Card,34,0
668.87,37,4,10,0.4,Home,UPI,64,0
1275.47,11,4,51,11.9,Clothing,Debit Card,12,1
4185.4,6,1,2,7.6,Home,UPI,59,0
808.68,18,0,20,6.0,Clothing,Debit Card,21,0
1926.99,21,9,57,3.4,Books,UPI,89,1
2803.97,42,5,10,6.0,Clothing,Debit Card,78,0
629.84,36,7,7,20.2,Home,UPI,47,0
1132.23,41,12,30,4.3,Footwear,COD,53,1
2065.47,38,20,58,12.9,Books,UPI,73,1
2483.25,34,4,9,14.3,Home,UPI,39,0
1016.78,17,7,5,3.1,Home,Debit Card,31,1
6557.71,37,5,16,3.7,Clothing,Credit Card,78,0
2531.74,25,8,37,8.0,Footwear,Credit Card,81,1
3113.98,38,10,6,29.7,Clothing,COD,89,1
2988.7,12,2,31,16.4,Electronics,Credit Card,46,0
605.28,23,6,12,8.0,Home,Debit Card,57,1
1668.47,42,16,5,16.8,Clothing,UPI,37,0
1787.61,22,7,2,0.9,Clothing,Debit Card,27,0
1513.15,21,6,26,7.5,Clothing,UPI,82,1
2090.63,27,6,56,0.8,Electronics,Credit Card,29,1
413.6,31,5,44,9.4,Electronics,Debit Card,18,1
1977.64,6,2,41,13.8,Clothing,Credit Card,4,1
1462.17,27,10,25,5.4,Electronics,COD,84,1
411.07,40,1,3,5.2,Footwear,Debit Card,1,0
2430.12,34,5,36,8.1,Electronics,Debit Card,24,0
790.89,12,3,20,5.8,Books,Credit Card,42,1
1385.25,45,6,50,6.5,Books,Credit Card,60,0
1513.11,7,2,27,18.0,Clothing,UPI,24,0
496.54,10,2,17,14.3,Clothing,UPI,56,1
536.98,45,9,55,10.9,Electronics,UPI,69,0
2648.54,17,1,31,2.0,Books,COD,90,1
1184.8,26,5,38,12.4,Footwear,UPI,18,0
1373.29,21,10,52,7.9,Footwear,Debit Card,65,0
1902.62,28,8,60,5.8,Books,Credit Card,10,1
528.08,46,16,32,6.5,Books,Credit Card,17,0
1359.14,2,1,25,20.5,Home,Credit Card,58,1
1673.32,43,4,16,16.0,Home,UPI,35,0
6217.82,1,1,55,6.4,Books,COD,4,1
949.37,36,11,51,23.7,Books,COD,44,1
3140.75,26,1,28,15.1,Clothing,Credit Card,75,0
1805.77,29,8,19,4.4,Books,COD,67,0
816.55,21,3,29,4.3,Home,UPI,28,0
1160.89,11,4,56,9.3,Clothing,UPI,11,1
3315.57,40,17,49,3.6,Clothing,Credit Card,3,1
3114.73,11,3,4,25.6,Footwear,Debit Card,3,0
1256.15,36,6,53,9.5,Clothing,UPI,25,0
2299.87,49,3,5,3.8,Home,Credit Card,76,1
874.88,39,9,41,21.5,Electronics,UPI,12,0
1597.84,40,13,59,0.8,Books,COD,49,1
1338.47,35,4,50,9.6,Clothing,Debit Card,56,0
3471.16,34,7,9,7.6,Electronics,UPI,53,1
2499.86,47,29,5,2.5,Books,COD,10,1
1126.37,24,2,9,22.8,Clothing,UPI,19,0
1207.68,22,11,41,5.6,Home,Credit Card,47,1
1771.65,5,1,20,5.0,Clothing,UPI,54,0
1615.01,33,4,43,14.5,Books,UPI,7,0
1486.73,36,10,55,9.3,Clothing,UPI,88,1
1413.23,47,2,3,4.0,Electronics,UPI,39,0
4747.77,20,6,12,5.5,Books,COD,32,1
1317.72,19,2,57,20.8,Electronics,Credit Card,23,0
2230.51,35,2,9,6.9,Books,UPI,50,0
9856.32,43,22,15,29.2,Home,Credit Card,19,1
999.7,17,2,18,3.6,Electronics,Debit Card,67,1
2069.17,45,8,5,6.2,Clothing,COD,25,0
2145.49,43,23,25,4.6,Electronics,Credit Card,25,0
1794.05,34,9,8,13.7,Clothing,Debit Card,6,1
1860.82,9,3,45,30.2,Clothing,UPI,15,1
977.22,26,5,55,8.8,Footwear,UPI,63,0
2324.34,2,1,9,10.0,Books,Credit Card,20,1
499.66,9,1,39,6.0,Electronics,Credit Card,43,0
6364.47,9,2,2,2.2,Clothing,Credit Card,88,1
5997.68,40,9,48,7.0,Footwear,Debit Card,67,0
1435.89,17,2,18,11.6,Electronics,Credit Card,4,1
3775.27,1,0,34,5.3,Home,COD,6,1
1472.39,25,6,45,2.5,Clothing,COD,59,1
1820.5,43,7,59,0.5,Books,Credit Card,52,0
1122.54,40,2,5,23.6,Footwear,Credit Card,19,0
3209.4,42,12,28,5.9,Clothing,Credit Card,26,1
1203.63,25,3,18,11.2,Home,UPI,48,0
3132.57,39,4,49,17.3,Home,COD,89,0
1755.61,35,5,43,19.8,Home,UPI,55,0
1786.35,3,1,14,5.2,Clothing,Credit Card,89,0
636.56,37,15,56,10.9,Clothing,UPI,59,0
1885.4,44,5,37,11.8,Clothing,Debit Card,74,0
810.71,44,11,20,15.6,Clothing,UPI,38,0
1887.7,30,4,43,11.7,Clothing,COD,84,1
7029.27,38,5,50,10.0,Home,UPI,5,0
683.56,34,2,38,3.6,Electronics,COD,42,0
1631.35,12,0,22,13.4,Clothing,COD,35,1
1158.81,19,4,19,8.1,Electronics,Debit Card,69,1
872.86,37,4,41,21.7,Electronics,Credit Card,3,1
1039.12,44,6,49,13.5,Clothing,UPI,41,1
5062.3,49,11,1,1.2,Home,COD,32,1
6096.93,17,3,44,3.4,Books,Debit Card,36,1
869.19,10,1,31,6.0,Footwear,UPI,30,0
2393.8,49,15,46,8.0,Clothing,Credit Card,39,0
950.23,47,2,27,32.6,Home,UPI,90,0
1124.59,12,4,55,14.6,Electronics,Debit Card,89,1
430.75,16,2,3,4.6,Electronics,UPI,60,0
8040.77,24,5,6,14.9,Clothing,Debit Card,56,1
3900.36,19,5,2,9.7,Clothing,Debit Card,76,1
1145.76,8,1,24,15.0,Home,UPI,82,1
2207.0,31,9,47,6.5,Books,COD,58,0
1366.51,21,3,57,34.5,Footwear,Debit Card,26,1
3505.77,17,0,8,23.6,Clothing,Credit Card,79,0
1423.85,23,1,22,13.1,Clothing,COD,5,1
1577.6,37,7,22,5.9,Clothing,COD,56,1
1137.47,16,1,48,15.0,Books,Debit Card,33,0
2759.28,6,1,25,2.3,Clothing,UPI,9,1
8489.03,8,1,39,24.7,Clothing,Credit Card,32,0
1481.81,25,7,17,21.2,Clothing,COD,77,1
1469.96,18,5,23,12.1,Footwear,Credit Card,28,1
1776.5,25,2,26,3.7,Footwear,Credit Card,23,0
2169.27,12,1,44,6.4,Clothing,COD,88,0
1466.62,15,2,1,0.9,Home,UPI,69,0
1373.91,26,4,0,7.2,Footwear,UPI,62,0
1915.56,41,1,47,3.4,Footwear,COD,48,0
530.73,45,10,15,1.3,Books,UPI,66,0
1232.52,26,1,42,5.8,Books,UPI,62,0
445.55,47,6,23,6.3,Clothing,COD,69,0
1280.66,32,4,35,2.7,Footwear,Debit Card,56,0
930.96,10,0,10,10.5,Home,Credit Card,74,0
2804.24,16,2,25,16.7,Electronics,Debit Card,36,0
1080.68,7,1,5,11.0,Home,UPI,36,0
1399.88,17,6,25,8.0,Electronics,Credit Card,56,1
402.02,23,6,28,8.5,Home,Credit Card,7,0
3698.48,26,1,42,6.7,Electronics,UPI,32,1
845.16,21,5,57,5.8,Home,Debit Card,1,0
1289.66,22,1,0,10.8,Electronics,UPI,58,0
3117.13,7,1,8,11.3,Clothing,UPI,20,0
3125.31,14,1,26,8.5,Electronics,UPI,34,1
830.84,15,7,6,6.0,Clothing,Credit Card,51,1
2614.59,7,1,52,3.7,Books,COD,36,1
809.07,9,2,53,1.8,Electronics,Credit Card,26,1
2127.32,48,10,2,3.7,Clothing,UPI,87,0
1044.21,8,1,60,5.9,Footwear,UPI,33,0
888.4,23,2,8,6.4,Electronics,Credit Card,1,0
1853.21,29,1,1,39.5,Electronics,UPI,67,0
1089.57,18,6,59,15.5,Electronics,UPI,50,0
7427.96,31,12,9,10.9,Footwear,Debit Card,35,0
1173.28,30,4,16,13.1,Books,Debit Card,35,0
784.96,39,9,30,34.0,Home,COD,59,0
963.72,35,19,0,4.7,Books,Debit Card,77,0
1786.18,18,2,57,25.5,Footwear,UPI,13,1
1955.48,42,4,17,0.5,Books,Debit Card,22,0
2245.46,39,14,5,7.1,Clothing,Credit Card,56,1
3422.26,17,0,37,3.2,Clothing,UPI,5,0
561.36,14,3,40,1.7,Clothing,Credit Card,81,0
3533.39,31,11,41,21.2,Electronics,UPI,43,1
953.62,24,1,46,7.0,Home,UPI,74,1
2395.04,35,5,3,6.1,Electronics,UPI,55,0
6031.63,44,17,39,7.1,Home,COD,15,1
1034.03,45,5,3,9.3,Clothing,Debit Card,42,0
1004.48,34,2,34,4.1,Electronics,Credit Card,9,0
882.71,3,0,3,1.6,Clothing,UPI,71,0
1427.11,37,10,0,8.0,Clothing,UPI,57,0
4384.21,43,10,40,9.4,Books,Credit Card,10,0
828.81,40,8,42,22.3,Footwear,Credit Card,64,0
1279.69,26,15,30,7.8,Footwear,Debit Card,41,1
3579.64,23,2,52,8.9,Electronics,UPI,13,1
2798.3,44,6,54,3.4,Clothing,Credit Card,16,1
1274.36,39,11,18,3.4,Electronics,COD,72,1
1559.87,15,2,20,10.9,Home,UPI,60,1
3432.68,49,14,60,14.2,Electronics,Credit Card,31,1
5471.1,4,2,57,17.6,Footwear,UPI,55,1
5947.4,29,3,29,10.5,Footwear,UPI,71,0
4749.82,22,3,51,4.1,Clothing,Debit Card,34,1
1131.11,25,6,6,1.9,Footwear,Debit Card,4,0
6457.77,13,1,4,3.2,Home,Credit Card,55,0
1077.92,18,1,1,10.5,Electronics,UPI,90,0
569.19,33,9,50,2.1,Footwear,Debit Card,66,0
1955.99,16,4,55,3.2,Home,UPI,59,0
5081.45,45,7,2,4.5,Clothing,UPI,41,0
2877.1,42,9,14,12.3,Electronics,COD,66,0
1717.12,44,3,38,20.1,Clothing,Debit Card,90,1
2217.1,2,1,36,8.6,Books,Debit Card,47,0
2624.1,35,5,54,10.0,Clothing,Credit Card,27,1
2004.8,42,6,9,7.9,Electronics,UPI,79,0
1470.34,34,21,8,7.1,Electronics,COD,21,1
1076.51,30,1,22,11.5,Electronics,Credit Card,11,0
1955.94,13,1,13,7.2,Electronics,UPI,87,0
1659.41,13,1,53,24.4,Clothing,UPI,22,0
1812.61,18,4,59,9.5,Clothing,UPI,23,1
3760.08,32,6,44,10.3,Home,UPI,65,0
1520.29,32,1,32,8.1,Books,UPI,59,0
1562.92,35,9,15,14.8,Clothing,UPI,76,0
2065.11,39,9,19,4.4,Books,UPI,89,0
11362.81,46,7,7,3.4,Clothing,UPI,70,0
841.91,29,8,48,13.4,Footwear,UPI,28,1
3882.81,49,8,37,9.5,Electronics,UPI,25,0
1466.6,29,7,33,13.5,Electronics,UPI,82,0
1732.48,44,22,30,6.3,Electronics,UPI,1,1
721.61,16,4,44,9.0,Clothing,Credit Card,32,0
6743.43,44,16,56,5.7,Home,Credit Card,29,0
2112.81,47,26,7,7.8,Electronics,UPI,20,1
2867.45,10,2,24,1.9,Electronics,UPI,46,0
633.22,30,8,40,0.9,Books,COD,77,1
1153.33,25,7,12,2.2,Footwear,Credit Card,57,1
2413.26,39,7,17,14.5,Clothing,Debit Card,12,0
1615.36,20,4,49,14.2,Electronics,Debit Card,72,0
2471.73,5,0,40,25.1,Books,UPI,39,1
7879.31,1,0,33,13.7,Electronics,Credit Card,8,1
2574.03,30,14,35,6.0,Footwear,Credit Card,82,1
1320.65,49,2,49,8.0,Footwear,UPI,85,0
1146.02,3,1,16,0.8,Clothing,Debit Card,28,0
1058.13,45,12,11,6.1,Books,Debit Card,31,0
1340.3,14,5,15,9.0,Electronics,UPI,15,1
1380.45,30,17,12,16.6,Home,UPI,60,1
1964.99,4,1,10,8.5,Footwear,UPI,39,0
2617.11,18,1,13,2.9,Footwear,UPI,87,1
2452.39,37,4,41,15.9,Books,UPI,80,0
1983.22,25,2,54,5.5,Footwear,UPI,88,0
2081.44,48,11,27,4.1,Home,UPI,21,0
10667.66,1,0,58,7.6,Electronics,COD,8,0
1090.4,46,15,52,5.4,Home,Debit Card,42,0
1762.0,15,1,50,9.0,Home,Credit Card,59,0
518.17,9,1,23,13.0,Books,UPI,81,1
1382.93,15,4,52,6.1,Books,UPI,79,0
963.76,49,5,16,6.2,Clothing,Debit Card,78,1
1084.75,24,8,8,13.0,Clothing,UPI,20,1
788.37,4,0,45,13.0,Books,UPI,61,0
701.71,12,1,29,9.7,Footwear,Debit Card,11,0
1969.66,37,14,36,7.3,Clothing,UPI,32,1
2972.72,37,5,2,18.6,Electronics,UPI,4,0
1053.56,43,9,53,4.6,Clothing,COD,29,1
437.28,6,1,7,13.1,Footwear,UPI,5,0
1954.25,39,13,17,4.4,Home,Debit Card,76,0
2511.46,46,17,58,8.9,Clothing,COD,39,1
2897.52,24,6,29,2.5,Electronics,UPI,23,0
884.58,11,6,2,9.1,Footwear,COD,16,1
1183.06,13,3,54,19.4,Books,Credit Card,50,1
831.38,34,5,33,15.3,Clothing,COD,11,1
1077.62,25,3,58,1.2,Books,UPI,72,0
1040.19,7,0,42,18.8,Clothing,COD,48,0
1265.41,4,1,27,5.3,Books,Credit Card,34,0
1516.25,8,2,36,11.6,Home,Credit Card,21,0
1959.17,20,3,24,8.0,Books,Debit Card,63,1
1000.38,29,3,29,4.9,Home,Credit Card,17,0
1639.56,45,5,6,10.7,Clothing,UPI,34,0
958.36,46,5,45,5.1,Books,UPI,51,0
529.19,10,1,28,13.5,Footwear,UPI,67,0
2639.72,43,12,50,5.0,Electronics,Credit Card,24,0
1136.87,34,12,1,4.5,Electronics,Debit Card,22,0
537.45,26,6,25,13.8,Clothing,Credit Card,10,1
2676.74,41,7,40,32.1,Home,Credit Card,5,0
1516.91,49,9,56,16.4,Footwear,Debit Card,31,1
2482.37,3,0,56,14.7,Footwear,UPI,24,1
2423.23,6,1,41,8.3,Electronics,Debit Card,11,1
840.46,5,1,50,13.0,Clothing,UPI,51,1
3468.02,5,2,48,6.1,Electronics,UPI,48,0
501.25,47,6,56,21.5,Clothing,Credit Card,78,0
1369.2,23,6,6,1.7,Books,UPI,4,0
1307.19,49,9,17,8.0,Books,UPI,8,1
1049.82,9,1,5,6.6,Clothing,Credit Card,7,0
4265.2,35,10,58,8.3,Footwear,Credit Card,32,1
2232.49,20,9,40,4.7,Footwear,Credit Card,86,1
674.73,49,2,39,9.4,Electronics,COD,22,1
746.64,42,10,26,4.6,Books,Credit Card,90,0
8167.84,35,15,59,5.8,Clothing,Credit Card,36,1
1294.91,18,1,53,11.9,Footwear,UPI,29,0
1035.63,17,1,53,39.1,Footwear,Credit Card,68,0
4062.36,24,2,55,5.7,Electronics,UPI,86,0
521.14,3,1,40,10.7,Clothing,Credit Card,61,0
4773.84,32,2,23,18.0,Electronics,UPI,53,0
1034.32,35,17,32,11.2,Clothing,UPI,72,1
2592.62,38,1,30,7.1,Electronics,Credit Card,85,0
1293.07,13,4,33,7.0,Books,Debit Card,15,1
600.61,47,4,21,18.9,Home,UPI,48,0
2048.63,25,5,23,1.1,Books,Credit Card,54,0
3510.3,9,1,35,9.3,Home,Credit Card,68,0
349.36,4,0,27,6.4,Home,Debit Card,69,0
805.11,14,2,19,1.9,Clothing,UPI,64,0
4300.67,37,4,60,8.6,Footwear,Credit Card,66,1
2388.3,34,10,17,5.0,Electronics,UPI,50,0
2501.88,11,4,41,3.3,Electronics,UPI,72,0
3468.99,41,11,31,20.5,Footwear,Credit Card,47,1
2508.64,3,0,32,3.8,Footwear,UPI,68,0
2004.66,28,8,9,3.0,Electronics,Credit Card,13,0
3949.32,29,7,8,2.2,Clothing,COD,14,1
1375.98,9,3,54,10.3,Electronics,Debit Card,9,1
1787.18,3,0,24,11.2,Home,Debit Card,28,1
3223.1,25,7,12,31.7,Books,Credit Card,38,0
1058.48,34,6,46,6.5,Home,COD,12,1
4902.13,12,5,49,5.6,Home,UPI,13,1
2217.07,42,11,57,2.9,Clothing,Credit Card,21,1
808.98,9,1,44,11.7,Electronics,Credit Card,55,0
1578.91,15,1,4,2.2,Home,COD,38,1
685.36,40,5,30,5.0,Clothing,UPI,52,0
1920.09,25,6,30,9.9,Clothing,UPI,26,1
1386.91,5,1,33,5.1,Home,COD,89,0
987.04,11,3,25,5.0,Books,UPI,22,0
520.04,34,1,6,4.3,Clothing,UPI,51,0
1038.73,24,2,40,21.3,Books,Credit Card,72,0
1593.33,15,0,50,4.8,Footwear,Credit Card,37,1
1393.54,38,10,45,11.8,Electronics,Debit Card,45,0
669.07,8,0,48,4.5,Footwear,Credit Card,86,1
1835.35,5,3,51,5.6,Books,Credit Card,77,0
906.99,48,18,19,8.4,Footwear,UPI,37,0
3447.22,26,1,42,20.0,Home,Credit Card,14,1
3821.47,18,2,21,0.9,Footwear,UPI,18,0
1510.27,6,1,4,18.4,Footwear,UPI,7,0
5449.55,37,1,11,3.8,Clothing,COD,74,0
1638.15,48,12,60,9.2,Clothing,UPI,60,1
727.53,13,3,20,7.7,Clothing,Debit Card,58,1
4145.01,28,3,8,2.6,Clothing,COD,55,1
5596.41,5,1,28,5.0,Home,UPI,34,0
3627.27,13,5,26,7.7,Home,UPI,45,0
1059.24,17,3,16,2.4,Electronics,Credit Card,3,0
761.47,40,10,39,15.8,Footwear,UPI,40,1
1414.87,45,9,23,8.4,Clothing,Debit Card,76,0
10234.14,32,5,26,5.2,Footwear,UPI,53,1
793.29,29,5,7,6.2,Footwear,COD,31,1
3211.61,3,0,60,15.7,Clothing,COD,23,1
1694.64,40,1,43,18.3,Books,COD,72,0
3501.36,34,8,28,4.0,Books,UPI,65,0
748.45,40,2,18,2.9,Electronics,UPI,55,0
1518.3,27,2,9,12.9,Home,UPI,79,0
964.26,13,3,23,3.2,Electronics,Debit Card,12,1
1003.45,45,9,33,11.2,Electronics,UPI,1,0
3027.98,33,9,55,3.6,Books,Debit Card,11,0
826.06,6,0,59,3.6,Footwear,Credit Card,51,0
2214.78,24,4,39,1.9,Clothing,Credit Card,66,1
1880.03,19,6,30,26.5,Footwear,Credit Card,45,1
927.35,16,8,45,18.3,Home,Credit Card,72,0
1078.79,40,7,50,6.4,Books,UPI,31,1
2284.16,28,3,3,9.6,Electronics,UPI,85,0
1776.51,33,7,40,9.4,Home,Credit Card,53,0
1857.16,48,5,44,26.8,Books,Debit Card,45,1
1536.37,41,5,30,10.8,Footwear,UPI,67,1
1468.32,13,5,8,14.7,Clothing,Debit Card,89,0
1780.96,43,3,25,20.4,Electronics,Debit Card,41,0
4951.48,45,6,12,3.9,Clothing,UPI,28,1
2618.5,25,4,56,4.5,Clothing,Credit Card,62,1
1649.75,42,4,47,18.3,Books,UPI,2,0
847.86,36,5,25,6.2,Home,UPI,72,1
1348.41,27,3,53,3.5,Clothing,Debit Card,65,1
949.4,38,11,0,9.0,Home,COD,21,1
1035.24,7,3,39,17.9,Home,Credit Card,15,1
488.18,5,1,60,28.7,Footwear,COD,55,1
1793.81,43,5,8,23.3,Clothing,Credit Card,8,0
7687.95,45,5,30,0.6,Clothing,Credit Card,86,0
2074.17,31,2,23,6.4,Electronics,Credit Card,20,0
3008.46,23,5,44,2.7,Electronics,UPI,77,0
3539.92,42,17,48,4.1,Electronics,UPI,64,0
1479.28,10,2,59,9.2,Home,Credit Card,90,0
1550.25,32,7,21,9.2,Electronics,Credit Card,39,0
680.16,43,12,56,0.6,Clothing,Credit Card,7,0
2075.26,30,7,8,4.1,Books,Debit Card,57,1
